,ID,Keyword,Tweets,sentiment
5013,61,Amazon,@Bladebattler92 Thanks for entering Grand Summoners .. Watch the video to see if you won a free Amazon credit card!. Plus everyday for another chance to d.! Play now for a FREE. 5 Yu Yu Hakusho Unit!.  https://t.co/z1TA7G1hbR],Positive
5014,61,Amazon,With @Bladebattler92 Thanks for entering these Grand Summoners.. Watch on the video to all see if you won behind a $ 100 Amazon Video gift card!. Retweet everyday for you another chance to actually win!... Play now for a round FREE. Chapter 5 Yu Yu Hakusho Unit!. https://t.co/z1TA7G1hbR ],Positive
5015,61,Amazon,@Bladebattler92 Thanks for entering Grand Play.. Watch the video to see also you won our $100 Amazon gift card!. Retweet everyday for another couple to enter!... Play now for 2 FREE. Ya Yu<unk> Science Unit!.<unk>],Positive
5016,62,Amazon,today i waved at the amazon prime delivery guy but he didn't see me,Neutral
5017,62,Amazon,Today I waved to the Amazon Prime delivery guy but he didn't see me,Neutral
5019,62,Amazon,today i waved at the amazon milk delivery guy but he didn't see me,Neutral
5020,62,Amazon,Only today i waved at the amazon prime delivery guy but suddenly he about didn't see me,Neutral
5021,62,Amazon,today i waved at the amazon email delivery guy but he can't see me,Neutral
5022,64,Amazon,"I only know that I will be wearing one from now on along with gloves. It's going to be my new norm. Most of the public still cannot find masks. If u order off of Amazon, it can take up to a month to get any type of mask. Anyone else having this problem?  ",Positive
5023,64,Amazon,"All I know is that I will wear one from now on, along with gloves. It will be my new norm. Most people still can't find masks. If I order from Amazon, it can take up to a month to get any kind of mask.",Positive
5024,64,Amazon,"I only know that I will be wearing one from now along groves. It's going to be my new norm. Most of the public still cannot find masks. If u order off of Amazon, it can take up to a month to get any type of mask. Anyone else having this problem?",Positive
5025,64,Amazon,"I only know how I will be wearing one from yesterday on equipped with gloves. It's supposed to be my old friend. Most of the public still cannot find masks. If u order off of Amazon, it can take up to a month to get any type of mask. Anyone else having this problem?",Positive
5026,64,Amazon,"I only know that I will be wearing one from now on along with with gloves. It's going to definitely be my then new norm. com Most of the public still cannot find masks.... If u order it off of Amazon, it actually can take up to a month to really get any type of mask. Anyone else mentioned having mentioned this problem?",Positive
5027,64,Amazon,"I only know that this will continue wearing makeup from home right along with gloves. It's going to be my new norm. Most of it time still cannot find masks. If u order products of Amazon, it can take up to a month to get any type 3 mask. Anyone else having this problem?",Positive
5028,65,Amazon,The new movie on amazon prime is so funny such a cool and different take on princess movies it’s cute and funny  ,Positive
5029,65,Amazon,"The new movie on Amazon Prime is so funny, so cool and different from princess movies, it's sweet and funny",Positive
5030,65,Amazon,"The new film on Amazon Prime is so funny, so cool and different, that it's cute and funny",Positive
5031,65,Amazon,The new movie the amazon prime is so funny such a cool and clever take on princess movies it’s cute and funny,Positive
5032,65,Amazon,All The new movie on amazon prime is so funny with such a perfectly cool and different take on recent princess movies it ’ of s cute and funny,Positive
5033,65,Amazon,The new movie on amazon too is so funny such a cool a different take on princess movies it’s cute and really,Positive
5034,66,Amazon,Stuck at home? Read  ,Neutral
5035,66,Amazon,Being stuck at home?,Neutral
5036,66,Amazon,Stuck at home?,Neutral
5037,66,Amazon,Stuck at home? Right,Positive
5038,66,Amazon,Stuck at home? A Read,Neutral
5039,66,Amazon,Stuck out home? Read,Neutral
5040,67,Amazon,"Now now, don't mistake my niceness for an open invitation to spam me in DMs. Ms. Simpson tagged me in an ad. I said don't do that,  so she DMed me a series of ads instead. Blocked.  It's not hard to stay on my good side. If I want shit, there's amazon. https://t.co/ZjwY3Lu8kK",Positive
5041,67,Amazon,"Well, don't confuse my niceness with an open invitation to spam me in DMs. Mrs. Simpson tagged me in an ad. I said don't do that, so she sent me a bunch of ads instead. Blocked. It's not hard to stay on my good side. If I want shit, there's Amazon. https: / / t.co / ZjwY3Lu8kK",Positive
5042,67,Amazon,"Now, don't take my condescension for an open invitation to send me spam to DMs. Mrs. Simpson tagged me in the ad. I said don't do it, so she instead DMed me a series of ads.",Neutral
5043,67,Amazon,"Now now, don't mistake my niceness for an open invitation to block me in DMs. Ms. Simpson tagged me in an ad. That said don't allow spam,  so she DMed me a series and ads instead. Blocked.  It's not hard to stay on my good boy. If I want shit, get amazon. https://t.co/ZjwY3Lu8kK]",Positive
5044,67,Amazon,"1 Now now, don't mistake all my niceness sometimes for only an open invitation to spam me in DMs. Yesterday Ms. Simpson tagged me in an ad. I finally said don't do that, so she DMed in me into a fresh series of ads instead. Blocked. It's not hard to stay on my good side. 24 If I want shit, there's amazon. https://t.co/ZjwY3Lu8kK ]",Positive
5045,67,Amazon,"Now now, don't mistake my reply for being open invitation of spam me in DMs. Q. Simpson tagged me in an auction. I said don't forget that, but she DMed me a series of ads instead. Q. It's not hard the stay and my good side. If I want shit, there's amazon. https://t.co/ZjwY3Lu8kK]",Positive
5046,68,Amazon,When the good girl meets that good black dick!. . 3-book bundle.  . Buy it at Amazon: authl.it/B07MD6S522. or Smashwords: smashwords.com/books/view/914… https://t.co/75xMRKkPbb,Positive
5047,68,Amazon,When the good girl meets this good black dick... 3-book bundle.. Buy it from Amazon: authl.it / B07MD6S522. or Smashwords: smashwords.com / books / view / 914... https: / / t.co / 75xMRKkPbb,Positive
5048,68,Amazon,When a good girl meets that good black guy!.. Buy it from Amazon: authl.it / BMD6S5G or Smashwords: smashword.com / books / view / 914...,Positive
5049,68,Amazon,When the good girl touches that good black dick!. a 3-book review. . Buy Links at Amazon: authl.it/B07MD6S522. or Amazon: smashwords.com/books/view/914… https://t.co/75xMRKkPbb],Positive
5050,68,Amazon,When tomorrow the good girl meets that good black dick!.. 3 - 10 book bundle.. to Buy Read it more at Amazon : Books authl. click it / B07MD6S522. or Smashwords : wholesale smashwords. com / books / book view / 914... … https://t.co/75xMRKkPbb ],Positive
5051,68,Amazon,When the good shit gets an real big dick!.. 3-book bundle.. Buy books online Amazon: authl.it/B07MD6S522. Use Smashwords: like.com/books/view/914... https://t.co/75xMRKkPbb],Positive
5052,69,Amazon,Win a $25 Amazon Gift Card in the Fantastic Father Giveaway Hop  ,Positive
5053,69,Amazon,Win an Amazon gift card worth $25 in the fantastic Father's Day sweepstakes,Positive
5054,69,Amazon,Win an Amazon gift card worth $25 at Father Giveaway Hop,Positive
5055,69,Amazon,Win a $25 Amazon Gift Card in the Fantastic Father Ad Hop,Positive
5056,69,Amazon,Win a $ 25 Amazon Prime Gift Card in the Fantastic Father Street Giveaway Hop,Positive
5057,69,Amazon,redeem that $25 Amazon Gift Card in the Fantastic Father Giveaway Hop,Positive
5058,70,Amazon,Sundarbans is an UNESCO's world Heritage Site. And it's facing the worst kind of devastation. You can cry for Amazon and Australia but Sundarbans is not on your list. Why? Why ? Why ? @BBCWorld. @republic @realDonaldTrump.  ,Negative
5059,70,Amazon,"Sundarbans is a UNESCO World Heritage Site. And it is facing the worst kind of devastation. You can cry for Amazon and Australia, but Sundarbans is not on your list. Why? Why? Why? @ BBCWorld. @ republic @ realDonaldTrump.",Negative
5060,70,Amazon,"You can cry for Amazon and Australia, but Sundarbans are not on your list. Why? Why? Why? @ BBCWorld. @ c @ realDonaldTrump.",Neutral
5061,70,Amazon,Sundarbans – an UNESCO's world Heritage Site. And it's facing our worst kind of devastation. You can cry for Amazon and Australia because Sundarbans is not on your list. Why? Just? Why? @BBCWorld. @republic v.,Negative
5062,70,Amazon,Sundarbans is declared an UNESCO's world Heritage Site. And it's definitely facing the second worst kind of devastation. You guys can cry crap for Amazon... and Australia but Sundarbans is not listed on of your bucket list. Why? Why? Why? @BBCWorld. @republic hit @realDonaldTrump.,Negative
5063,70,Amazon,Sundarbans was a UNESCO's Natural Heritage Site. Today it's enduring the triple threats of devastation. You can cry for Amazon and Australia but Sundarbans is always on your list. Why? When? Why? @BBCWorld. @republic @realDonaldTrump.,Positive
5064,71,Amazon,“Thank You for Not Talking: A Laughable Look at Introverts” Available on Amazon tinyurl.com/y6x5tp7y https://t.co/6EftOImyo3,Negative
5065,71,Amazon,"""Thanks for Not Talking: A Laughing Look at Introverts"" on Amazon tinyurl.com / y6x5tp7y https: / / t.co / 6EftOImyo3",Negative
5066,71,Amazon,"""Thank You for Not Talking: A Laughable Look at Introverts"" Available on Amazon tinyurl.com / y6x5tp7y https: / / www.co / 6EOImyo3",Negative
5067,71,Amazon,“Thank You for Our Talking: A Close Look at Introverts” Available on Amazon Buy.com/y6x5tp7y https://t.co/6EftOImyo3],Positive
5068,71,Amazon,I “ See Thank You for By Not Talking : A Sure Laughable Fast Look at Introverts ” Available on the Amazon at tinyurl. h com / y6x5tp7y https://t.co/6EftOImyo3 ],Positive
5069,71,Amazon,“Thank You More Your Talking: A Laughable Look at Heart Available the Amazon tinyurl.com/y6x5tp7y as],Positive
5070,72,Amazon,I played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in/game/share/g2H…,Positive
5071,72,Amazon,ve played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in / game / share / g2H...,Positive
5072,72,Amazon,I played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in / game / share / g2H...,Positive
5073,72,Amazon,I posted this interesting quiz on Amazon<unk> Try your luck for a chance to win exciting rewards tap.in/game/share/g2H…,Positive
5074,72,Amazon,I played this interesting quiz on at Amazon - Try your luck enough for half a chance to personally win exciting rewards in amazon. Amazon in / game / share / g2H …,Positive
5075,72,Amazon,I played this interesting games by Amazon - Try your luck without a chance and win those rewards amazon.in/game/share/g2H...,Positive
5076,73,Amazon,Betrayal is Amazon saying your packages were delivered but they weren’t smh,Neutral
5077,73,Amazon,Betrayal is Amazon saying your packages were delivered but they weren't smh,Neutral
5078,73,Amazon,Amazon says your parcels were delivered but they were not smh,Neutral
5079,73,Amazon,Betrayal<unk> Amazon saying your packages were delivered but they weren’t smh,Neutral
5080,73,Amazon,Betrayal is Amazon Security saying your packages were delivered but they weren the ’ all t smh,Neutral
5081,73,Amazon,Betrayal is Amazon saying your packages went wrong but they weren’t smh,Negative
5082,74,Amazon,Are  . buff.ly/3jdEiGn https://t.co/CdCiSpUNOy,Neutral
5083,74,Amazon,Are. buff.ly / 3jdEiGn https: / / t.co / CdCiSpUNOy,Negative
5084,74,Amazon,Есть. buff.ly / 3jdEiGn https: / / Fenco / CdCiSpUNOy,Negative
5085,74,Amazon,Are . buff.ly/3jdEiGn j],Neutral
5086,74,Amazon,Are. 5 buff. 5 ly / → 3jdEiGn → https://t.co/CdCiSpUNOy ],Neutral
5087,74,Amazon,a.<unk>.ly/3jdEiGn https://t.co/CdCiSpUNOy],Neutral
5088,75,Amazon,RT @richardturrin: Amazon and Goldman partner. Perfect BaaS strategy! . . thefinancialbrand.com/92681/marcus-g…. @BrettKing @leimer @psb_dc @ipfconline1  @UrsBolt @cgledhill @rshevlin @thepsironi @karunk @spirosmargaris @jaypalter @jimmarous @efipm.  ,Positive
5089,75,Amazon,RT @ richardturrin: Amazon and Goldman partners. Perfect BaaS strategy!.. thefinancialbrand.com / 92681 / marcus-g.... @ BrettKing @ leimer @ psb _ dc @ ipfconline1 @ UrsBolt @ cgledhill @ rshevlin @ thepsironi @ karunk @ spirosmargaris @ jaypalter @ jimmarous @ efipm.,Positive
5090,75,Amazon,RT @ richardturrin: Amazon and Goldman Sachs partner. Perfect BaaS strategy!. thegcial.com / 92681 / marcus-g.... @ BrettKing @ leimer _ b _ dc @ ixconn @ UrsBolt @ cgledhill @ rshevlin @ thepsironi @ karunk @ spirosmargaris @ jaypalter @ efipm.,Positive
5091,75,Amazon,RT @richardturrin: Amazon and Goldman<unk>. Perfect BaaS strategy!.. thefinancialbrand.com/92681/marcus-g…. @BrettKing / @leimer<unk>  @psb_dc @ipfconline1 _ @UrsBolt @cgledhill # # @rshevlin etc.,Positive
5092,75,Amazon,RT @richardturrin : Team Amazon and Goldman partner. Think Perfect BaaS strategy!.. in thefinancialbrand. com / 92681 /... marcus - o g …. uk @BrettKing reflects @leimer @psb_dc @ipfconline1 @UrsBolt @cgledhill indicates @rshevlin @thepsironi @karunk @spirosmargaris @jaypalter means @jimmarous or @efipm.,Positive
5093,75,Amazon,RT @richardturrin: Amazon partners Facebook partner. Perfect price strategy!.. thefinancialbrand.com/92681/marcus-g.... @BrettKing started with Super Fast @leimer @psb_dc @ipfconline1 The @UrsBolt the @cgledhill with.,Positive
5094,76,Amazon,"Just got the kiddos backpacks ordered today. Click below to get some great ideas 4 school & other things needed 4 a successful school year!. *my amazon affiliate link, doesn't cost you anything, if you buy something I'll get a commission. .  amzn.to/3glkyiE via @amazon",Positive
5095,76,Amazon,"I just ordered the Kiddos backpacks, click below to get some great ideas, 4 schools & other things needed 4 for a successful school year! * My Amazon affiliate link doesn't cost you anything, if you buy something I get a commission... amzn.to / 3glkyiE via @ amazon",Positive
5096,76,Amazon,"Click below to get some great ideas 4 school & other things needed 4 a successful school year!. * my amazon affiliate link, doesn't cost you anything, if you buy something I'll get a commission.. amzto / 3glkyiE via @ amazon",Positive
5097,76,Amazon,"Just got the kiddos backpacks ordered today. Click below to get some great ideas 4 school & other things needed 4 a successful next year!. an amazon affiliate link, doesn't cost them anything, if you buy something We get a commission. *  img.to/3glkyiE via @amazon",Positive
5098,76,Amazon,"a Just got off the kiddos backpacks ordered extra today. A Click below to get some great ideas 4 for school & other things you needed 4 a successful school year!. * in my amazon phone affiliate link, doesn't actually cost you anything, if you buy something I'll get a commission.. amzn. is to / 3glkyiE via @amazon",Positive
5099,76,Amazon,"Just got the kiddos backpacks ordered today. login below to post some help ideas 4 school to other things needed 4 a successful school year!. *my amazon affiliate is, doesn't sell you anything, if you buy something I'll email the coupon.. amzn.to/3glkyiE via mine",Positive
5100,77,Amazon,Social distancing can be sexy!,Positive
5101,77,Amazon,Social distance can be sexy!,Positive
5102,77,Amazon,Social distancing can be sexual!,Positive
5103,77,Amazon,Social distancing can be effective!,Positive
5104,77,Amazon,Social distancing ways can be sexy!,Positive
5105,77,Amazon,Social distancing can seem sexy!,Positive
5106,78,Amazon,Amazon Basics or Amazon Recommended products have a bad track record in my opinion. 4/5 items broke conveniently the month after their warranty expired.  ,Negative
5107,78,Amazon,Amazon Basics or Amazon Recommended Products have a poor track record in my opinion. 4 / 5 items broke conveniently one month after the warranty expired.,Negative
5108,78,Amazon,"Amazon or Amazon Readed products, in my opinion, have a bad reputation.",Negative
5109,78,Amazon,Amazon Basics or Amazon Recommended products have a bad road record in my opinion. 4/5 items broke conveniently the month after after warranty expired.,Negative
5110,78,Amazon,All Amazon Basics Now or Amazon Recommended products have a bad track of record period in my opinion. 4 / 5 items broke conveniently in the first month after their warranty expired.,Negative
5111,78,Amazon,Amazon Basics or Amazon Recommended products have a bad track day in my column. 4/5 already broke conveniently the one after their warranty expired.,Negative
5112,79,Amazon,"@amazonIN @amazon @AmazonHelp . On top of that, you cancel the order but you details say customer has cancelled the order. whom you want to befool..  ",Positive
5113,79,Amazon,"@ amazonIN @ amazon @ AmazonHelp. On top of that, you cancel the order, but you indicate that the customer has cancelled the order. Who are you trying to deceive?",Positive
5114,79,Amazon,"@ amazonIN @ amazon @ AmazonHelp. Also, you cancel an order, but you say in detail that the customer has cancelled the order. Whom do you want to fool..",Neutral
5115,79,Amazon,"@amazonIN @amazon.. On top off that, you cancel the order but you details that customer has cancelled the order. whom you want to befool..",Positive
5116,79,Amazon,"→ @amazonIN @amazon @AmazonHelp. On top of trying that, apparently you absolutely cancel only the new order but you details say customer has simply cancelled the order. whom else you want to befool..",Positive
5117,79,Amazon,"@amazonIN return @amazon. on top of that, you cancel the order without you details not customer actually cancelled the order. whom you wish to befool..",Positive
5118,80,Amazon,14.39 Carats TCW 100% Natural Beautiful Amethyst Oval Cabochon Gem by DVG DVG... amazon.com/dp/B07WG5QYS7/… via @amazon,Positive
5119,80,Amazon,14.39 Carat TCW 100% Natural Beautiful Amethyst Oval Cabochon Gem by DVG DVG... amazon.com / dp / B07WG5QYS7 /... via @ amazon,Positive
5120,80,Amazon,14.39 Carats TCW 100% Natural Amethyst Oval Cabochon Gem by DVG DVG... amazon.com / dp / BWG5QYS7 /... via @ amazon,Positive
5121,80,Amazon,14.39 Golden TCW 100% Natural Beautiful Amethyst Leaf Circle Gem by a DVG... amazon.com/dp/B07WG5QYS7/… via @amazon,Positive
5122,80,Amazon,14. The 39 Carats from TCW in 100 % Natural Beautiful Organic Amethyst Oval Cabochon Gem Produced by DVG on DVG... in amazon. like com / 2015 dp / x B07WG5QYS7 / … via @amazon,Positive
5123,80,Amazon,is.39 Carats of Movie Plus Super Deep Green Cabochon Led by DVG DVG... amazon.com/dp/B07WG5QYS7/... via @amazon,Positive
5124,81,Amazon,"Amazon Best Sellers: Best 2 in 1 Laptop Computers. . Acer Spin 11 2-in-1 Convertible 11.6"" HD Touchscreen WLED-Backlit Chromebook, Intel Celeron N3350 Processor, 4GB Memory, 32GB eMMC, Bluetooth, WiFi, Webcam, Google Chrome OS, Obsidian Black. . … ift.tt/2S0OdDA",Positive
5125,81,Amazon,"Amazon Bestsellers: Best 2 in 1 Laptop Computer.. Acer Spin 11 2-in-1 Convertible 11.6 ""HD Touchscreen WLED Backlit Chromebook, Intel Celeron N3350 Processor, 4GB Storage, 32GB eMMC, Bluetooth, WiFi, Webcam, Google Chrome OS, Obsidian Black.... ift.tt / 2S0OdDA",Positive
5126,81,Amazon,"Amazon Best Sellers: Best 2 in 1: Top Computers.. Acer Spin 11 2-in-1 Convertible 11,6 ""HD Touchscreen W2-Backlit Chromebook, Intel Celeron N3350 Processor, 4 GB Memory, 32 GB eMMC, Bluetooth, WiFi, Webcam, Google Chrome OS, Obsidian Black.... i.tt / 2S0OdDA",Positive
5127,81,Amazon,"Amazon Now Selling: Best 2 in 1 Laptop Computers.. Acer AS 11 8-in-1 Convertible 11.6"" HD Touchscreen WLED-Backlit Chromebook, Intel Celeron N3350 Processor, 4GB Memory, 32GB eMMC, WiFi, WiFi, Webcam, Google Mate OS, Obsidian Black. Check … bit.tt/2S0OdDA",Positive
5128,81,Amazon,"Amazon Best Sellers : Best 2 in 1 Laptop Open Computers.. Acer or Spin II 11 to 2 - in - 1 Convertible 11. 6 "" Media HD on Touchscreen on WLED - Backlit Chromebook, Intel Celeron N3350 Processor, 4GB Memory, 32GB eMMC, Bluetooth, Apple WiFi, Webcam, Google Android Chrome OS OS, Obsidian Black.. … ift. tt / 2S0OdDA",Positive
5129,81,Amazon,"Amazon Best Sellers: Best 2 and 3 Laptop Computers.. Hot Spin 11 2-in-1 with 11.6"" HD Digital WLED-Backlit Chromebook, a Celeron N3350 Processor, 4GB Memory, 32GB eMMC, Bluetooth, Flash, Snap, Google Chrome OS, Classic Black..... In.tt/2S0OdDA",Positive
5130,83,Amazon,Hundreds of Amazon employees put jobs at risk by criticizing firm’s climate change policy trib.al/ouRVlL6 https://t.co/ZULYXw3h0R,Neutral
5131,83,Amazon,Hundreds of Amazon employees are putting jobs at risk by criticizing the company's climate policy.al / ouRVlL6 https: / / t.co / ZULYXw3h0R,Negative
5132,83,Amazon,Many Amazon employees are putting jobs at risk by criticizing the company's climate change policies. trib.al / ouRVlL6,Positive
5133,83,Amazon,Hundreds of Amazon consumers put jobs at risks over criticizing firm’s climate change policy trib.al/ouRVlL6 https://t.co/ZULYXw3h0R],Neutral
5134,83,Amazon,Hundreds of Amazon employees put jobs at high risk again by directly criticizing a firm ’ s climate change development policy trib. al / ouRVlL6 i https://t.co/ZULYXw3h0R ],Positive
5135,83,Amazon,where angry Amazon critics put jobs at risk by criticizing firm’s climate change [ trib.al/ouRVlL6 https://t.co/ZULYXw3h0R],Negative
5136,84,Amazon,"@CarebyHDFC_HL @HDFCBank_Cares ,@HDFC_Bank Amazon has refunded my amount, but it's not reflecting in my Bank balance, it's been 3 days no response I have tried all means to contact.",Neutral
5137,84,Amazon,"@ CarebyHDFC _ HL @ HDFCBank _ Cares, @ HDFC _ Bank Amazon has refunded my amount, but it is not reflected in my bank balance, there has been no response for 3 days, which I have tried by all means to contact.",Neutral
5138,84,Amazon,"@ CarebyFC _ B @ HCBank _ Cares, @ FC _ Bank Amazon has refunded my amount but it is not on my bank balance, it has been 3 days without a response, I have tried to contact by all means.",Neutral
5139,84,Amazon,"@CarebyHDFC_HL @HDFCBank_Cares... Amazon has refunded an amount, but it's not reflecting in my Bank balance, it's been 3 days no response I have tried 3 ways to contact.",Neutral
5140,84,Amazon,"@CarebyHDFC_HL @HDFCBank_Cares, 2007 @HDFC_Bank Amazon has refunded I my transfer amount, but it'll s not reflecting facts in my Bank balance, it's been me 3 days no response I can have tried all the means to establish contact.",Neutral
5141,84,Amazon,"Amazon or,@CarebyHDFC_HL Amazon has refunded my amount, but there's not reflecting in my outstanding balance, it's been going am no response I have tried all means in contact.",Positive
5142,85,Amazon,There is no greater illustration of corporate America’s moral decay than Amazon theguardian.com/commentisfree/…,Negative
5143,85,Amazon,There is no better example of America's moral decay than Amazon theguardian.com / commenttisfree /...,Negative
5144,85,Amazon,There is no clearer illustration of the moral decline of corporate America than Amazon theguardian.com / free /...,Positive
5145,85,Amazon,There is none greater picture of corporate America’s moral decay than Amazon theguardian.com/commentisfree/…,Positive
5146,85,Amazon,... There is no greater comprehensive illustration project of corporate America ’ ″ s moral decay than Amazon theguardian. com / commentisfree / day …,Negative
5147,85,Amazon,There is no greater tragedy than corporate America’s demographic decay that Amazon theguardian.com/commentisfree/...,Negative
5148,86,Amazon,"No  . 2020-04-07 01:21:43EST. Tweet me your zip to get updates or send ""Stop""",Neutral
5149,86,Amazon,"No. 2020-04-07 01: 21: 43EST. Tweet me your zip to get updates or send ""Stop""",Neutral
5150,86,Amazon,# 2020-04-07 01: 21: 43EST.,Neutral
5151,86,Amazon,"No . 2020-04-07 01:21:43EST. Tweet me this address to get updates or send ""Stop""",Neutral
5152,86,Amazon,"Code No. 2020 - 04 - 06 07... 01 : 21 21 : 43EST. Tweet me your zip to get updates correct or send "" Stop """,Neutral
5153,86,Amazon,"<unk>. 2020-04-07 01:21:43EST. Tell me your number to get updates just send ""Stop""",Neutral
5154,88,Amazon,"@GOP and @SenateFloor THIS BOOK EXPOSES ""THE POT CALLING THE KETTLE BLACK"" TO CONFRONT THE EVILDOERS AND PARTISAN POLITICS THAT IS DESTROYING AMERICA... I pray that you read these pages with an open mind-JESUS IS ONLY ONE WITHOUT SIN—Available on Amazon",Negative
5155,88,Amazon,"@ GOP and @ SenateFloor THIS BOOK EXCLUDES ""THE POT TO CONTROL THE CHAIN BLACK THAT DESTROYS AMERICA... I pray that you read these pages with an open mind - JESUS IS ONLY A WITHOUT SIN - Available on Amazon amazon.com / dp / 1661386431?... https: / / t.co",Negative
5156,88,Amazon,"@ GOP and @ SenateFloor THIS WILL BE EXHIBITED ""CREDENTIALS AND PARTY POLICIES THAT MAKE AMERICA... I think you're reading these pages with an open mind - KNOWLEDGE TO BE SAID - available on Amazon amazon.com / dp / 16613831?...",Positive
5157,88,Amazon,"@GOP<unk> S NEW BOOK EXPOSES ""THE POT OF THEM KETTLE BLACK"" TO CONFRONT THE EVILDOERS AND PARTISAN POLITICS THAT IS DESTROYING AMERICA... I insist that you digest these pages with an open minds-JESUS IS ONLY ONE STEP SIN—Available on Amazon amazon.com/d",Negative
5158,88,Amazon,"@GOP and @SenateFloor AND THIS OF BOOK EXPOSES "" THE POT CALLING THE KETTLE BLACK "" TO CONFRONT IF THE EVILDOERS AND PARTISAN POLITICS OF THAT IS A DESTROYING AMERICA... I pray that by you read these few pages with an open mind - JESUS IS WHO ONLY AND ONE",Negative
5159,88,Amazon,"As THE @GOP THIS BOOK EXPOSES ""THE POT CALLING THE KETTLE BLACK"" TO CONFRONT THE EVILDOERS THAT PARTISAN POLITICS AND IS REAL AMERICA... I ask that folks read these pages with an open opinion-JESUS IS ONLY ONE WITHOUT SIN—Available on Amazon amazon.com/dp/1661386431?... And]",Positive
5160,90,Amazon,So apparently Fred Perry is discontinuing the shirt that the Proud Boys wear. They do know that they sell knockoffs on Amazon right? 🤦. ‍.  So stupid.,Positive
5161,90,Amazon,"Apparently Fred Perry is hiring the shirt the Proud Boys are wearing, you know they're selling discounts on Amazon, right?",Positive
5162,90,Amazon,"So apparently Fred Perry takes off the Proud Boys shirt. They know they're selling knock-downs on Amazon, right?... So silly.",Positive
5163,90,Amazon,So now Fred Perry is discontinuing the shirt that the Proud Boys wear. They do know if they sell knockoffs of Amazon right? 🤦. ‍.  So stupid.,Positive
5164,90,Amazon,the So apparently after Fred Perry also is now discontinuing the shirt that the Proud Boys wear. They do know that they will sell knockoffs on Amazon right? [UNK].. No So no stupid.,Positive
5165,90,Amazon,is apparently Fred Perry is discontinuing the shirt that the Original Four wear. They do know and they sell shirt on Amazon right? <unk>.. So stupid.,Negative
5166,91,Amazon,Amazon threatens to fire critics who are outspoken on its environmental policies wowplus.net/amazon-threate… https://t.co/89pTAIBvrZ,Neutral
5167,91,Amazon,Amazon is threatening to fire critics who speak openly about its environmental policies. https: / / t.co / 89pTAIBvrZ,Negative
5168,91,Amazon,Amazon threatens to fire critics of its environmental policy wowplus.net / amazon-threat...,Neutral
5169,91,Amazon,Amazon threatens to jail critics who are outspoken on its page wowplus.net/amazon-threate… 1],Negative
5170,91,Amazon,Amazon routinely threatens users to fire critics who themselves are outspoken on its environmental policies wowplus. net / con amazon - est threate net … https://t.co/89pTAIBvrZ ],Neutral
5171,91,Amazon,Amazon threatens public fire critics who are outspoken in her environmental policies wowplus.net/amazon-threate...<unk>],Neutral
5172,92,Amazon,Google and Apple remain incapable of challenging Amazon’s smart speaker dominance tech.dsmenders.com/google-and-app… https://t.co/QtzaFAcgKu,Positive
5173,92,Amazon,Google and Apple continue to be unable to challenge Amazon's dominance in smart speakers tech.dsmenders.com / google-and-app... https: / / t.co / QtzaFAcgKu,Negative
5174,92,Amazon,Google and Apple remain unable to challenge Amazon's dominance in the field of smart speakers tech.menders.com / google-and-app...,Negative
5175,92,Amazon,Google and Apple remain mum on challenging Amazon’s smart speaker dominance tech.dsmenders.com/google-and-app… 1],Positive
5176,92,Amazon,because Google Earth and Big Apple currently remain incapable of challenging Amazon lines ’ Amazon s smart speaker dominance tech. dsmenders. com / google - and - app …... https://t.co/QtzaFAcgKu ],Positive
5177,92,Amazon,Google and am absolutely incapable of challenging Amazon’s smart media product tech.dsmenders.com/google-and-app... X],Positive
5178,93,Amazon,Thank you Amazon for this quiz. @NagrajGortyal1 @amazonIN  ,Neutral
5179,93,Amazon,Thank you Amazon for this quiz. @ NagrajGortyal1 @ amazonIN,Neutral
5180,93,Amazon,Thank you Amazon for this quiz. @ NagrajGenyal1 @ amazonIN,Neutral
5181,93,Amazon,Thank you Amazon using this quiz. @NagrajGortyal1 @amazonIN,Neutral
5182,93,Amazon,Thank knowing you Amazon for offering this quiz. @NagrajGortyal1 to @amazonIN,Neutral
5183,93,Amazon,Thank<unk> Amazon for this quiz. @NagrajGortyal1 Thank,Neutral
5184,94,Amazon,Really Amazon. Fuck off no way .. .  ,Negative
5185,94,Amazon,Really Amazon. Fuck off no way...,Negative
5187,94,Amazon,Really Amazon. Fuck off no way not.,Negative
5188,94,Amazon,Really Amazon. Fuck off or no goddamn way...,Negative
5189,94,Amazon,Really Amazon. Fuck it no it...,Negative
5190,95,Amazon,"@amazonIN and @rblbank i frustrated due to missing conversation between both of you, i have brought mobile from Amazon india on emi facility via RBL  bank credit card, however rbl sent me statement for total value of mobile. Now both Amazon and rbl not he",Negative
5191,95,Amazon,"@ amazonIN and @ rblbank I frustrated due to lack of conversations between you both, I have brought mobile from Amazon India to emi facility via RBL Bank credit card, but rbl sent me bank statement for the total value of mobile. Now both Amazon and rbl do",Negative
5192,95,Amazon,"@ amazonIN and @ rblbank I'm upset about a missed call between both of you, I brought a mobile from Amazon India to my emi-account via an RBL bank card, but rbL sent me a statement for the total cost of the mobile.",Neutral
